age_group,job_title,annual_salary_usd,compensation_usd,currency,country,state,city,overall_exp,field_exp,degree,gender,job_category,career_level
25-34,Trader,180000.0,150000.0,USD,United States,New York,New York,9.0,9.0,College,Woman,Unclassifiable,Senior
25-34,Learning And Development Adviser,39610.0,0.0,AUD,Australia,N/A,Brisbane,15.5,6.0,College,Woman,Unclassifiable,Lead/Executive
25-34,Visual Designer,80000.0,0.0,USD,United States,Georgia,Atlanta,15.5,9.0,College,Woman,Creative & Media,Lead/Executive
35-44,Product Owner,117875.0,23000.0,USD,United States,Massachusetts,Boston,15.5,3.0,College,Woman,Engineering & Development,Lead/Executive
18-24,Student Recruiter National,36017.0,0.0,CAD,Canada,N/A,Edmonton,0.5,3.0,College,Man,HR,Entry Level
25-34,Engineering Lead,155000.0,15500.0,USD,United States,Massachusetts,Boston,9.0,6.0,Masters,Man,Engineering & Development,Senior
55-64,Appliance Specialist,33280.0,250.0,USD,United States,Michigan,"Chesterfield, Mi",35.5,35.5,College,Woman,Specialist,Lead/Executive
25-34,High School Teacher,47500.0,0.0,USD,United States,Florida,Saint Petersburg,9.0,3.0,College,Woman,Education & Training,Senior
45-54,Bank Teller,31200.0,0.0,USD,United States,Alabama,Opelika,25.5,6.0,College,Woman,Unclassifiable,Lead/Executive
18-24,Press Assistant,35000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",3.0,3.0,College,Woman,Administrative & Operations,Mid Level
45-54,Senior Financial Analyst,97200.0,0.0,USD,United States,Maryland,Hollywood,35.5,15.5,Masters,Woman,Analytics,Lead/Executive
35-44,Finance Resource,132000.0,0.0,USD,United States,Florida,Tampa,15.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Finance & Operations Associate,55300.0,0.0,USD,United States,New York,New York City,9.0,6.0,College,Woman,Accountant & Finance,Senior
25-34,Database Analyst,52500.0,0.0,USD,United States,Massachusetts,Boston,15.5,15.5,College,Woman,Analytics,Lead/Executive
25-34,Senior Software Engineer,172000.0,5000.0,USD,United States,Massachusetts,Boston,6.0,6.0,College,Woman,Engineering & Development,Senior
25-34,Director Medical Group Administration,134000.0,0.0,USD,United States,Pennsylvania,Greater Philly,9.0,9.0,Masters,Woman,Management,Senior
25-34,Senior Programmer,92857.0,0.0,CAD,Canada,N/A,London,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
35-44,Senior Associate General Counsel,175000.0,15000.0,USD,United States,Ohio,Columbus,25.5,15.5,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Senior Software Engineer,165000.0,25000.0,USD,United States,Massachusetts,Boston,9.0,6.0,Masters,Woman,Engineering & Development,Senior
25-34,Special Projects Manager,53670.0,0.0,USD,United States,Michigan,Muskegon,15.5,15.5,College,Man,Management,Lead/Executive
25-34,Architectural Designer,50000.0,3571.0,CAD,Canada,N/A,Toronto,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
35-44,Program Coordinator,62400.0,5000.0,USD,United States,Massachusetts,Boston,6.0,6.0,Masters,Woman,Administrative & Operations,Senior
25-34,Tax Senior,72000.0,0.0,USD,United States,Kentucky,Louisville,6.0,6.0,College,Woman,Business,Senior
25-34,Designer/Project Manager,70000.0,0.0,USD,United States,New York,Brooklyn,6.0,6.0,College,Man,Management,Senior
45-54,Senior Producer,200000.0,5000.0,USD,United States,New York,Nyc,35.5,25.5,Masters,Woman,Creative & Media,Lead/Executive
18-24,Recruiter & Data Analyst,57000.0,0.0,USD,United States,Massachusetts,North Andover,3.0,3.0,College,Woman,Analytics,Mid Level
25-34,Marketing Manager,19726.0,0.0,PLN,Poland,N/A,Kraków,9.0,3.0,College,Man,Management,Senior
35-44,Software Engineer,200000.0,200000.0,USD,United States,California,Sunnyvale,15.5,15.5,Masters,Man,Engineering & Development,Lead/Executive
45-54,Sr. Director,170000.0,51000.0,USD,United States,Kentucky,Louisville (Remote),35.5,25.5,College,Man,Management,Lead/Executive
35-44,Senior Engineer,170600.0,0.0,USD,United States,North Carolina,Raleigh,15.5,15.5,Masters,Man,Engineering & Development,Lead/Executive
35-44,Senior Tech Ops,65000.0,0.0,USD,United States,Washington,Seattle,15.5,3.0,College,Woman,Engineering & Development,Lead/Executive
35-44,Associate Professor Of English,54000.0,10000.0,USD,United States,Georgia,City In Middle Georgia,15.5,15.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Analyst,55000.0,600.0,USD,United States,Georgia,Atlanta,0.5,0.5,College,Woman,Analytics,Entry Level
35-44,Designer | Studio Coordinator,55000.0,1000.0,USD,United States,Indiana,Indianapolis,15.5,9.0,Masters,Woman,Administrative & Operations,Lead/Executive
35-44,Operations Manager,80000.0,4000.0,USD,United States,Illinois,Chicago,9.0,6.0,Masters,Man,Management,Senior
25-34,Controls Engineer 2,98000.0,9800.0,USD,United States,Minnesota,Maple Grove,6.0,6.0,College,Man,Engineering & Development,Senior
25-34,Director Of Admissions,27000.0,0.0,USD,United States,Pennsylvania,Pittsburgh,6.0,3.0,College,Woman,Management,Senior
25-34,Administrative Assistant,39786.0,0.0,CAD,Canada,N/A,Ottawa,6.0,3.0,College,Woman,Administrative & Operations,Senior
45-54,Professor,160714.0,0.0,CAD,Canada,N/A,Hamilton,15.5,15.5,PhD,Woman,Education & Training,Lead/Executive
25-34,Medical Social Worker,48000.0,0.0,USD,United States,Ohio,Dayton,15.5,15.5,Masters,Woman,Healthcare,Lead/Executive
25-34,Philanthropy Manager,66558.0,0.0,AUD,Australia,N/A,Sydney,9.0,6.0,College,Woman,Management,Senior
25-34,Accounting Manager,88000.0,4400.0,USD,United States,Maryland,Rockville,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Project Lead,98000.0,10000.0,USD,United States,Indiana,Indianapolis,15.5,3.0,Masters,Woman,Management,Lead/Executive
35-44,Project Lead,98000.0,10000.0,USD,United States,Indiana,Indianapolis,15.5,3.0,Masters,Woman,Management,Lead/Executive
35-44,Executive Administrative Assistant,53571.0,0.0,CAD,Canada,N/A,Windsor,15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
25-34,Employee Experience Specialist,42500.0,0.0,USD,United States,Massachusetts,Boston,3.0,3.0,College,Woman,Specialist,Mid Level
35-44,Product Owner,72000.0,0.0,USD,United States,Florida,"Naples, Fl",15.5,6.0,Masters,Man,Engineering & Development,Lead/Executive
35-44,Business Anayst,45000.0,0.0,USD,United States,Indiana,Elkhart,6.0,6.0,Masters,Woman,Unclassifiable,Senior
25-34,Administrator,27503.0,0.0,GBP,United Kingdom,N/A,Hereford,6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Administrator,27503.0,0.0,GBP,United Kingdom,N/A,Hereford,6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Park Superintendent,50400.0,0.0,USD,United States,Arkansas,Rural Area,9.0,9.0,Masters,Woman,Unclassifiable,Senior
35-44,Training Specialist,45000.0,0.0,USD,United States,New York,Buffalo,9.0,9.0,College,Woman,Specialist,Senior
25-34,Marketing Manager,52000.0,500.0,USD,United States,Minnesota,Minneapolis,9.0,9.0,College,Woman,Management,Senior
25-34,Senior Legal Policy Advisor,65584.0,0.0,AUD,Australia,N/A,Melbourne,3.0,3.0,College,Woman,Consulting & Strategy,Mid Level
25-34,Assistant Project Manager,86000.0,6000.0,USD,United States,Minnesota,Minneapolis,6.0,3.0,College,Woman,Management,Senior
25-34,Policy Analyst,65000.0,0.0,CAD,Canada,N/A,Ottawa,3.0,3.0,Masters,Woman,Analytics,Mid Level
45-54,Senior Tax Analyst,49088.0,3000.0,USD,United States,West Virginia,Martinsburg,25.5,6.0,College,Woman,Analytics,Lead/Executive
35-44,Teacher,63571.0,0.0,CAD,Canada,N/A,Regina,15.5,15.5,College,Woman,Education & Training,Lead/Executive
25-34,Tax Consultant,65000.0,0.0,USD,United States,Virginia,Mclean,6.0,3.0,Masters,Woman,Consulting & Strategy,Senior
45-54,Senior Project Controls Accountant,70470.0,4000.0,USD,United States,Illinois,Chicago,15.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Alumni Relations Officer,45100.0,0.0,CAD,Canada,N/A,Montreal,3.0,3.0,College,Woman,Administrative & Operations,Mid Level
35-44,Production Services Manager,225000.0,420000.0,USD,United States,California,Cupertino,15.5,15.5,College,Man,Management,Lead/Executive
35-44,Program Assistant,81000.0,0.0,USD,United States,District Of Columbia,"Washington, Dc",15.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
55-64,Sr. Director Employee Benefits,21200.0,100000.0,USD,United States,Arizona,Scottsdale,35.5,35.5,Masters,Woman,Management,Lead/Executive
25-34,Engineer I,88560.0,14500.0,USD,United States,Georgia,Forest Park,6.0,6.0,College,Woman,Engineering & Development,Senior
25-34,Hr Coordinator,60000.0,3000.0,USD,United States,New Jersey,Philadelphia Suburb,9.0,6.0,College,Woman,Administrative & Operations,Senior
35-44,Engineer V(5),155000.0,30000.0,USD,United States,Wisconsin,Milwaukee,9.0,9.0,Masters,Man,Engineering & Development,Senior
25-34,Freelance Props Artisan,52000.0,0.0,USD,United States,New York,New York City,6.0,6.0,College,Woman,Creative & Media,Senior
25-34,Data Analyst,25000.0,0.0,USD,United States,Utah,South Jordan,3.0,3.0,College,Man,Analytics,Mid Level
25-34,Marketing Coordinator,68000.0,2000.0,USD,United States,California,Sacramento,6.0,6.0,College,Woman,Administrative & Operations,Senior
55-64,Director Of Review Solutions,120000.0,3500.0,USD,United States,New York,"Merrick - My Home, But We Do Have An Office In Nyc.  Main Office Is In Seattle, Wa.",35.5,25.5,High School,Woman,Management,Lead/Executive
35-44,Planner,42857.0,0.0,CAD,Canada,N/A,Vancouver Island,3.0,3.0,College,Woman,Management,Mid Level
25-34,Admin Support,32043.0,1602.0,GBP,United Kingdom,N/A,Nottingham,9.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Program Operations Analyst,79800.0,0.0,USD,United States,California,Berkeley,6.0,0.5,PhD,Woman,Analytics,Senior
35-44,Community Association Manager,64000.0,2000.0,USD,United States,Florida,Sarasota,25.5,15.5,College,Woman,Management,Lead/Executive
25-34,Communications,110000.0,10000.0,USD,United States,Connecticut,Remote,9.0,9.0,Masters,Woman,Marketing & Sales,Senior
25-34,Customer Support Rep,33571.0,143.0,CAD,Canada,N/A,Toronto,6.0,3.0,College,Woman,Marketing & Sales,Senior
25-34,Case Manager,70000.0,20000.0,USD,United States,Florida,Miami,9.0,6.0,College,Woman,Management,Senior
25-34,Grants Manager,70000.0,0.0,USD,United States,New York,New York,9.0,3.0,Masters,Woman,Management,Senior
35-44,Research Coordinator,81000.0,0.0,USD,United States,Virginia,Richmond,15.5,15.5,Masters,Woman,Administrative & Operations,Lead/Executive
25-34,Deputy Marketing Manager,45394.0,0.0,GBP,United Kingdom,N/A,Remote,6.0,6.0,College,Man,Management,Senior
25-34,Program Analyst,73000.0,0.0,USD,United States,District Of Columbia,Washington,6.0,6.0,College,Woman,Analytics,Senior
25-34,Test Engineer Ii,77000.0,1200.0,USD,United States,Utah,Salt Lake City,3.0,3.0,College,Woman,Engineering & Development,Mid Level
18-24,Graduate Student,18571.0,0.0,CAD,Canada,N/A,Montreal,3.0,3.0,College,Woman,Student,Mid Level
25-34,Hr Manager,64325.0,6000.0,USD,United States,Minnesota,Alexandria,9.0,9.0,College,Woman,Management,Senior
35-44,Vice President Client Services,240000.0,48000.0,USD,United States,Washington,Seattle,15.5,15.5,Professional Degree,Woman,Management,Lead/Executive
45-54,District Clerk For Road Commission,42130.0,2000.0,USD,United States,Michigan,Troy,35.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
35-44,Event Implementation Specialist,55000.0,5000.0,USD,United States,New York,Nyc,9.0,0.5,College,Woman,Specialist,Senior
25-34,Postdoctoral Researcher,41429.0,0.0,CAD,Canada,N/A,Moncton,3.0,0.5,PhD,Woman,Researcher,Mid Level
35-44,Development Manager,79000.0,0.0,USD,United States,Georgia,Atlanta,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Consultant,90000.0,12000.0,USD,United States,N/A,Atlanta,3.0,0.5,Masters,Prefer Not to Answer,Consulting & Strategy,Mid Level
45-54,Department Head,80000.0,2000.0,USD,United States,Wisconsin,Milwaukee,25.5,15.5,Professional Degree,Woman,Management,Lead/Executive
45-54,Platform Lead,84112.0,0.0,GBP,United Kingdom,N/A,Leicester,25.5,25.5,PhD,Man,Management,Lead/Executive
25-34,Software Engineer,205500.0,30000.0,USD,United States,New York,New York City,6.0,6.0,College,Woman,Engineering & Development,Senior
35-44,Student Analytics Trainer,112000.0,0.0,USD,United States,California,Stanford,15.5,15.5,College,Man,Analytics,Lead/Executive
25-34,Consultant,193000.0,0.0,USD,United States,Maryland,Dc Metro Area,15.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
25-34,Library Associate/Student Supervisor,28000.0,0.0,USD,United States,West Virginia,Morgantown,15.5,6.0,College,Woman,Library & Information Services,Lead/Executive
45-54,Accounting Manager,62500.0,2000.0,USD,United States,Wisconsin,Madison,25.5,15.5,College,Woman,Management,Lead/Executive
25-34,Specialist,125000.0,20000.0,USD,United States,Georgia,Atlanta,6.0,6.0,College,Man,Specialist,Senior
35-44,Director Of Research Development,112320.0,0.0,USD,United States,Washington,Seattle,15.5,9.0,PhD,Woman,Management,Lead/Executive
18-24,Quality Compliance Analyst,61750.0,0.0,USD,United States,New Jersey,North Jersey,3.0,3.0,College,Man,Analytics,Mid Level
45-54,Hr Director,130000.0,0.0,USD,United States,Pennsylvania,King Of Prussia,25.5,25.5,College,Woman,Management,Lead/Executive
25-34,Integrated Health Therapist,51000.0,0.0,USD,United States,Minnesota,Moorhead,6.0,6.0,Masters,Woman,Healthcare,Senior
25-34,Learning & Development Admin,36716.0,0.0,GBP,United Kingdom,N/A,Nottingham,9.0,3.0,College,Man,Administrative & Operations,Senior
25-34,Records And Data Control Specialist,31000.0,500.0,USD,United States,Michigan,Ann Arbor,6.0,3.0,College,Man,Specialist,Senior
45-54,Director Of Research,157000.0,0.0,USD,United States,Illinois,The Office Is In Schaumburg; I Work Remotely,35.5,25.5,PhD,Woman,Management,Lead/Executive
35-44,Night Auditor,35360.0,2000.0,USD,United States,Texas,Austin,9.0,0.5,College,Woman,Accountant & Finance,Senior
35-44,Director,192000.0,40000.0,USD,United States,District Of Columbia,Dc,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Associate Professor,52000.0,0.0,USD,United States,Louisiana,Lafayette,9.0,9.0,PhD,Woman,Education & Training,Senior
18-24,Software Support Engineer,66000.0,0.0,USD,United States,Texas,Austin,3.0,3.0,College,Prefer Not to Answer,Engineering & Development,Mid Level
45-54,Paralegal,94000.0,6500.0,USD,United States,Georgia,Atlanta,35.5,25.5,College,Woman,Legal Services,Lead/Executive
35-44,Director Of Major Gifts,87000.0,2000.0,USD,United States,Florida,Miami,15.5,9.0,College,Woman,Management,Lead/Executive
25-34,Front End Software Engineer,110000.0,10000.0,USD,United States,Minnesota,Minneapolis,9.0,6.0,College,Man,Engineering & Development,Senior
35-44,Vp Procurement,130000.0,26000.0,USD,United States,Missouri,Kansas City,15.5,6.0,College,Woman,Business,Lead/Executive
25-34,Forensic Latent Print Analyst,46976.0,960.0,USD,United States,Florida,Winter Haven,9.0,6.0,College,Woman,Analytics,Senior
25-34,Mathematical Statistician,126614.0,2000.0,USD,United States,Maryland,Rockville,6.0,6.0,PhD,Woman,Engineering & Development,Senior
35-44,Deputy Director Of Planning/Gis Coordinator,59665.0,0.0,USD,United States,New York,Batavia,15.5,9.0,College,Woman,Administrative & Operations,Lead/Executive
25-34,Post-Doctoral Fellow,49399.0,0.0,GBP,United Kingdom,N/A,London,9.0,3.0,PhD,Woman,Healthcare,Senior
25-34,Applied Cryptographer,165000.0,100.0,USD,United States,Pennsylvania,Philadelphia,3.0,3.0,PhD,Woman,Unclassifiable,Mid Level
45-54,Project Support,65000.0,10000.0,USD,United States,New Jersey,Livingston,15.5,15.5,College,Man,Marketing & Sales,Lead/Executive
25-34,Cost Analyst,89000.0,500.0,USD,United States,Alabama,Huntsville,3.0,3.0,College,Man,Analytics,Mid Level
65 or over,Office Manager,65000.0,5000.0,USD,United States,New Jersey,Florham Park,40.0,25.5,College,Woman,Administrative & Operations,Lead/Executive
45-54,Software Engineer,232000.0,56000.0,USD,United States,New York,New York,25.5,25.5,Masters,Man,Engineering & Development,Lead/Executive
25-34,Paralegal Specialist,60000.0,0.0,USD,United States,District Of Columbia,Washington Dc,6.0,6.0,Masters,Woman,Legal Services,Senior
35-44,Genetic Variant Analyst,70000.0,0.0,USD,United States,Kentucky,Lexington,15.5,9.0,PhD,Woman,Analytics,Lead/Executive
25-34,Software Engineer,57143.0,7143.0,CAD,Canada,N/A,Halifax,6.0,6.0,College,Woman,Engineering & Development,Senior
18-24,Contact Tracer,45900.0,0.0,USD,United States,Pennsylvania,Philadelphia,3.0,0.5,College,Man,Unclassifiable,Mid Level
35-44,Junior Architect,20070.0,0.0,EUR,Spain,N/A,Galicia,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
35-44,Junior Architect,20070.0,0.0,EUR,Spain,N/A,Galicia,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
35-44,Employee Communications Specialist,107000.0,11770.0,USD,United States,Massachusetts,Boston,15.5,9.0,Masters,Woman,Marketing & Sales,Lead/Executive
35-44,Teacher,32000.0,0.0,USD,United States,Montana,Helena,9.0,3.0,College,Woman,Education & Training,Senior
35-44,Assistant Director,52000.0,0.0,USD,United States,Texas,Dallas,9.0,6.0,Masters,Woman,Management,Senior
45-54,Clinical Applications Specialist,94000.0,1200.0,USD,United States,California,I Travel Every Week To Different Cities.,25.5,6.0,College,Woman,Healthcare,Lead/Executive
45-54,Senior Editor,75000.0,300.0,USD,United States,Ohio,Cincinnati,25.5,3.0,College,Woman,Creative & Media,Lead/Executive
35-44,Director,176000.0,20000.0,USD,United States,Virginia,Arlington,15.5,15.5,Masters,Woman,Management,Lead/Executive
35-44,Hr Assistant,41000.0,0.0,USD,United States,Illinois,Warrenville,15.5,3.0,Masters,Woman,HR,Lead/Executive
35-44,Epidemiologist,100000.0,0.0,USD,United States,Georgia,Atlanta,9.0,9.0,Masters,Woman,Healthcare,Senior
35-44,Senior Director Of Marketing,135000.0,25000.0,USD,United States,New York,New York City,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Director User Support & Training,117000.0,0.0,USD,United States,New York,New York,15.5,15.5,Masters,Man,Management,Lead/Executive
35-44,Production Manager,55000.0,0.0,USD,United States,Indiana,Bloomington,15.5,15.5,Masters,Woman,Management,Lead/Executive
25-34,Assistant Project Manager,67500.0,12000.0,USD,United States,Georgia,Athens,6.0,6.0,College,Woman,Management,Senior
35-44,Social Media Manager,90000.0,0.0,USD,United States,New York,Remote,15.5,15.5,College,Man,Management,Lead/Executive
25-34,Senior Software Developer,60881.0,0.0,GBP,United Kingdom,N/A,Nottingham,9.0,9.0,College,Woman,Engineering & Development,Senior
25-34,Consultant,90000.0,12000.0,USD,United States,N/A,Atlanta,3.0,0.5,Masters,Prefer Not to Answer,Consulting & Strategy,Mid Level
25-34,Senior Editor,85000.0,6000.0,USD,United States,Massachusetts,"Boston, Ma",3.0,3.0,Masters,Woman,Creative & Media,Mid Level
35-44,Integration Architect,100000.0,2500.0,USD,United States,Vermont,Burlington,15.5,6.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Advosor,107000.0,0.0,USD,United States,District Of Columbia,Washington,9.0,9.0,Masters,Woman,Unclassifiable,Senior
25-34,Engagement Coordinator,51000.0,1500.0,USD,United States,Massachusetts,Newton,6.0,6.0,College,Woman,Administrative & Operations,Senior
25-34,Associate University Counsel,72578.0,0.0,USD,United States,Virginia,"Williamsburg, Va",9.0,9.0,Professional Degree,Woman,Legal Services,Senior
25-34,Software Engineer,140000.0,0.0,USD,United States,New York,New York,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Technical Product Manager,110000.0,11000.0,USD,United States,Massachusetts,Boston,3.0,3.0,College,Woman,Management,Mid Level
25-34,Technical Product Manager,110000.0,11000.0,USD,United States,Massachusetts,Boston,3.0,3.0,College,Woman,Management,Mid Level
18-24,Reporter,68000.0,6000.0,USD,United States,District Of Columbia,Dc,3.0,3.0,College,Woman,Creative & Media,Mid Level
35-44,Director Of It,175000.0,5000.0,USD,United States,California,San Francisco,25.5,15.5,College,Man,Management,Lead/Executive
35-44,Director Of Project Management,111000.0,0.0,USD,United States,Virginia,Alexandria,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Accounts Receivable,43000.0,0.0,USD,United States,Texas,Lubbock,6.0,6.0,College,Woman,Accountant & Finance,Senior
55-64,Contact Tracer,56000.0,0.0,USD,United States,New York,Saratoga Springs,15.5,0.5,High School,Woman,Unclassifiable,Lead/Executive
25-34,Caseworker,50649.0,0.0,AUD,Australia,N/A,Alice Springs,6.0,3.0,Masters,Woman,Social Services,Senior
35-44,System Administrator,40000.0,8000.0,USD,Puerto Rico,N/A,Mayagüez,15.5,15.5,College,Man,Engineering & Development,Lead/Executive
45-54,Risk Modeler,152000.0,20000.0,USD,United States,Ohio,Columbus,15.5,9.0,PhD,Man,Unclassifiable,Lead/Executive
35-44,Software Engineer Iv,117000.0,0.0,USD,United States,New Hampshire,Nashua,25.5,15.5,College,Woman,Engineering & Development,Lead/Executive
35-44,Midwife,130000.0,20000.0,USD,United States,New York,New York,25.5,15.5,Masters,Man,Manual Labor,Lead/Executive
35-44,Talent Operations Associate,51000.0,4000.0,USD,United States,Texas,Plano,6.0,0.5,College,Woman,Administrative & Operations,Senior
35-44,Communications Lead (Hospital),34000.0,300.0,USD,United States,South Dakota,Aberdeen,15.5,9.0,High School,Woman,Management,Lead/Executive
55-64,Attorney,220000.0,280000.0,USD,United States,New York,New York,25.5,25.5,Professional Degree,Woman,Legal Services,Lead/Executive
25-34,Senior Software Engineer 1,115000.0,5000.0,USD,United States,Missouri,Kansas City,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Digital Learning Designer,50000.0,3000.0,USD,United States,Texas,Plano,15.5,6.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Software Engineer Ii,150000.0,15000.0,USD,United States,New York,New York,3.0,3.0,Masters,Woman,Engineering & Development,Mid Level
25-34,Customer Service Manager,46753.0,6494.0,AUD,Australia,N/A,Adelaide,15.5,15.5,High School,Woman,Management,Lead/Executive
35-44,Vp Creative Director,166000.0,5000.0,USD,United States,Georgia,Atlanta,15.5,15.5,College,Woman,Management,Lead/Executive
35-44,Project Analyst,68500.0,0.0,USD,United States,Missouri,St. Louis,9.0,3.0,College,Man,Analytics,Senior
25-34,Assistant General Counsel,126000.0,0.0,USD,United States,Texas,"Austin, Tx",6.0,6.0,Professional Degree,Woman,Legal Services,Senior
25-34,Quality Supervisor,108000.0,8000.0,USD,United States,Florida,Pensacola,9.0,9.0,College,Woman,Administrative & Operations,Senior
35-44,Research Analyst,82400.0,500.0,USD,United States,Pennsylvania,Plymouth Meeting,15.5,3.0,PhD,Woman,Analytics,Lead/Executive
25-34,Assistant Director,65000.0,0.0,USD,United States,Pennsylvania,Philadelphia,9.0,9.0,Masters,Woman,Management,Senior
25-34,Product Manager,110000.0,0.0,USD,United States,Massachusetts,Boston,9.0,3.0,College,Woman,Management,Senior
25-34,Clinical Biospecimen Coordinator,43000.0,0.0,USD,United States,Massachusetts,Boston,9.0,3.0,College,Man,Administrative & Operations,Senior
25-34,Certification / Documentation Specialist,44084.0,2320.0,EUR,Italy,N/A,Verona,6.0,6.0,Masters,Woman,Specialist,Senior
35-44,Lab Supervisor,87000.0,8000.0,USD,United States,Arizona,Phoenix,15.5,15.5,Masters,Man,Administrative & Operations,Lead/Executive
35-44,It Manager,145200.0,30000.0,USD,United States,Maryland,Baltimore,15.5,15.5,Masters,Man,Management,Lead/Executive
45-54,Member Services Director,65500.0,0.0,USD,United States,New York,New York,25.5,15.5,College,Man,Management,Lead/Executive
45-54,Pricing Coordinator,60680.0,4100.0,USD,United States,Minnesota,St. Paul,25.5,15.5,College,Woman,Administrative & Operations,Lead/Executive
35-44,Department Supervisor,59000.0,600.0,USD,United States,Ohio,Columbus,9.0,9.0,Professional Degree,Woman,Administrative & Operations,Senior
35-44,Development Director,71000.0,0.0,USD,United States,Massachusetts,Northampton,25.5,9.0,Masters,Woman,Management,Lead/Executive
35-44,Associate Director Of User Experience,135000.0,13000.0,USD,United States,New York,Boston,9.0,9.0,Masters,Woman,Management,Senior
35-44,Senior Account Executive,77500.0,8000.0,USD,United States,Illinois,Glendale Heights,15.5,15.5,College,Woman,Accountant & Finance,Lead/Executive
25-34,Teacher,45000.0,0.0,USD,United States,South Carolina,Columbia,9.0,9.0,Masters,Woman,Education & Training,Senior
35-44,Senior Software Engineer,123000.0,0.0,USD,United States,Indiana,West Lafayette,15.5,15.5,Masters,Man,Engineering & Development,Lead/Executive
25-34,Lead Consultant,140000.0,5000.0,USD,United States,Virginia,"Arlington, Va",15.5,9.0,College,Man,Consulting & Strategy,Lead/Executive
25-34,Learning Specialist,76000.0,500.0,USD,United States,Illinois,Chicago,9.0,6.0,Masters,Woman,Specialist,Senior
35-44,Marketing Operations Manager,120000.0,12000.0,USD,United States,Virginia,Mclean,15.5,15.5,College,Woman,Management,Lead/Executive
25-34,Dietitian,50000.0,0.0,USD,United States,Utah,Sandy,9.0,0.5,Masters,Woman,Healthcare,Senior
35-44,Legal Assistant,42000.0,0.0,USD,United States,Minnesota,New Ulm,15.5,3.0,College,Woman,Legal Services,Lead/Executive
25-34,Doctor,30162.0,0.0,EUR,Spain,N/A,Burgos,3.0,3.0,Masters,Woman,Healthcare,Mid Level
25-34,Doctor,30162.0,0.0,EUR,Spain,N/A,Burgos,3.0,3.0,Masters,Woman,Healthcare,Mid Level
35-44,Technical Support,36800.0,300.0,USD,United States,Michigan,Okemos,15.5,6.0,College,Woman,Engineering & Development,Lead/Executive
25-34,Bookkeeper,35714.0,0.0,CAD,Canada,N/A,Toronto,6.0,3.0,College,Woman,Administrative & Operations,Senior
25-34,Administrative Assistant,32500.0,0.0,USD,United States,Wisconsin,Milwaukee,6.0,3.0,College,Woman,Administrative & Operations,Senior
35-44,Senior Designer,68831.0,0.0,AUD,Australia,N/A,Brisbane,25.5,15.5,College,Woman,Engineering & Development,Lead/Executive
55-64,Principal Consultant,132000.0,0.0,USD,United States,Georgia,Atlanta,35.5,15.5,College,Woman,Consulting & Strategy,Lead/Executive
25-34,Senior Analyst,74000.0,7000.0,USD,United States,Georgia,Atlanta,3.0,3.0,College,Woman,Analytics,Mid Level
25-34,Hydrologic Technician,40251.0,0.0,USD,United States,Illinois,Urbana,6.0,6.0,College,Woman,Manual Labor,Senior
25-34,Software Developer / Customer Integrations,75000.0,0.0,CAD,Canada,N/A,Halifax,9.0,9.0,College,Woman,Engineering & Development,Senior
45-54,Project Scientist,120000.0,0.0,USD,United States,California,Los Angeles,15.5,15.5,PhD,Woman,Scientist,Lead/Executive
25-34,Associate,95000.0,12500.0,USD,United States,New York,New York,9.0,6.0,Masters,Woman,Management,Senior
55-64,Professor,125000.0,35000.0,USD,United States,Virginia,Alexandria,35.5,15.5,Masters,Man,Education & Training,Lead/Executive
25-34,Manufacturing Engineer,74500.0,0.0,USD,United States,Georgia,Augusta,3.0,3.0,College,Woman,Engineering & Development,Mid Level
25-34,Photographer,35000.0,0.0,USD,United States,New Jersey,"Vineland, Nj",6.0,6.0,College,Woman,Creative & Media,Senior
25-34,Palliative Care/Emergency Department Social Worker,55714.0,0.0,CAD,Canada,N/A,Hamilton,6.0,6.0,College,Woman,Healthcare,Senior
25-34,Product Manager,90000.0,0.0,USD,United States,Indiana,Indianapolis,15.5,3.0,Masters,Man,Management,Lead/Executive
